text,tags
"Ботинки рекомендую,проносили всю зиму без нареканий!
Удобные, Ребенок доволен.  Размер соответствует. 
Ботинки хорошие, теплые, выглядят громоздко, сложно отмывать от грязи
Удобные,ребенок носит с удовольствием.
Подошли на 35 размер, ботинки на высокий подъем и среднюю и большую полноту (у нас пухленькая ножка). Очень удобные. Шнурком регулируется подъем, а молния фиксирует. Молния глубокая, удобная. Колодка комфортная, внучке очень понравились. Перемерили много моделей, только эти подошли. Постоянно пока не носили, пойдут по снегу, подошва толстая, но ботинки достаточно легкие и мягкие.
","[""Амортизируют"", ""Теплые"", ""Удобные"", ""Идут в размер"", ""Прочные"", ""Лёгкие""]"
"Всё отлично, идут в размер 
Маломерки на размер. А так очень классные
Качество хорошее,не подошел размер 
Тапки удобные, лëгкие, всё хорошо
Удобные, мягкие, сын доволен 
Шлепки качественные. Купили ребенку в бассейн 
Качество плохое. 
Легкие удобные 
Удобные, лёгкие тапочки. Не жесткие. Сын носится на даче
Немного маломерки, взяли два размера, оказался как раз бОльший размер, хотя по сетке должен был подойти меньший размер 
Давно искала доя бассейна тапки для ребенка
Супер легкие
А главное что сверху есть дырки
И ноги всегда сухие
Удобные сланцы. Брали в отпуск и для бассейна
Хорошое сланцы
выкупили, удобные, размер меньше заявленного
К сожалению быстро порвались. Бренд хороший. Видимо мы недостаточно аккуратны
Сыну на его 37 подошёл 39
Сланцы хорошие, брал для ребёнка в бассейн. 
На пару недель, сразу порвались. Причем у обоих сыновей. 
","[""Не натирают"", ""На среднюю стопу"", ""Удобные"", ""Не промокают"", ""Идут в размер"", ""Прочные"", ""Лёгкие""]"
"Огоньна 25,5см подошли 40 размер
Второй год подряд покупаю 
при всём многообразии заказанной обуви внуку понравились только эти, особенно оказались ему удобными. 
ребёнку понравились
Покупаю такие сапоги второй раз. Прошлые сын носил 2 года и они перешли по наследству младшему. Им ничего не страшно, ни морозы, ни лужи и слякоть. Теплые, мягкие, удобные. В общем полный восторг! 
Шикарные, теплые, идут в размер

Рекомендую 
Очень крутые ,но я так понимаю на узкую ногу ,пришлось взять на размер больше 
Удобные, теплые, красивые! 
Отличные дутики. не подошёл размер, к сожалению(((
","[""Амортизируют"", ""Теплые"", ""Удобные"", ""Не промокают"", ""Идут в размер"", ""Прочные"", ""Приятная кожа""]"
"Нормальные сабо, качество так себе.
Отличные тапки. Остались живы после двух смен в лагере. 
Для такой цены очень даже, не пахнут резиной дешевле, удобные, размер в размер 
Немного большемерят, качество отличное, ребенок очень доволен, цвет яркий, рекомендую 
Сабо хорошего качества. Идут в размер
Сабо в целом неплохие, но после поездки на дачу и активной эксплуатации отлетела клепка крепления ремешка, пришлось заказывать новую
","[""Удобные"", ""Прочные"", ""Идут в размер"", ""Не натирают""]"
"Удобны и легкие. Хорошая расцветка. Подойдет для школы, 
Удобные, яркие, но очень потеют ноги
качество отличное 
Качество хорошее, но выбрали другую модель
Ребёнку понравились. В размер.
Супер кеды, качественные, идут в размер.
","[""Удобные"", ""Прочные"", ""Идут в размер"", ""Лёгкие""]"
"Красивые кроссы 
Кросовки хорошие,ребенку понравились.
Лёгкие удобные красивые яркие
Отлично сели, качество топ, сын в восторге
Классные, легкие и удобные
Отличные кроссовки, идут в размер, гибкая подошва 
","[""Удобные"", ""Прочные"", ""Идут в размер"", ""Лёгкие""]"
"Хорошие дышащие кроссовки для тренировок или физкультуры, устойчивые
Лёгкие , отличные кроссовки 
Хорошие, яркие кроссовки, лёгкие, стильные для 1-4 класса на физкультуру идеально! Ребёнок доволен.
Легкие и удобные. Сыну понравились 
Визуально красивые, яркие, лёгкие. Самое главное что бы послужили. Идут в размер, качество хорошее.
Кроссовки хорошие, цена со скидкой приятная. Но сделали выбор в пользу других
Легкие , удобные для физкультуры в саду 
Нормальные кроссовки, мягкие
Очень легкие
","[""Амортизируют"", ""Теплые"", ""Удобные"", ""Идут в размер"", ""Прочные"", ""Лёгкие""]"
"Классные кеды , размер соответствует. На жаркие дни
За свою цену хорошие 
Внук доволен, удобная застежка, сели по размеру и полноте отлично. 
Ребёнок доволен!!!
Хорошие кеды
","[""Лёгкие"", ""На среднюю стопу"", ""Удобные"", ""Идут в размер""]"
"Очень легкие, хорошее качество! Рекомендую к покупке! 
Очень удобные и лёгкиеподойдут для занятий спортом
Классные .
Удобные, после многочисленных стирок не испортились, сыну брала на сменную обувь 
Хорошие кроссы, брали ребенку на сменку в школе. Легкие, удобные.
Сын носит не снимая❤️
Легкие кроссовки. Стираются хорошо ,быстро сохнут . На год активному ребенку хватило . Много кроссовок всяких ,но эти любимые ,не снимает . Липучка хорошая 
Аккуратные, без дефектов.
","[""Не натирают"", ""Удобные"", ""Легко чистятся"", ""Идут в размер"", ""Прочные"", ""Лёгкие""]"
"Сыну  очень нравятся, подошли, удобно.  
Симпатичные
Все отлично 
Хорошие кеды, за смешную цену. К качеству претензий нет. Дочери понравились. На ноге смотрятся отлично.
Кедосы огонь!
Модно-молодёжно. На 37,5 размер ноги подошёл 38. Остался маленький запас. 
Цена - супер!
","[""Удобные"", ""Прочные"", ""Идут в размер"", ""Комфортные""]"
"Мягкие, не скользкие, отличная фиксация, маломерят
Супер классные сандали, немного не угадала с размером
Легкие, крепкие, идут в размер, не скользят, хорошая фиксация
Сын пошел в детский сад, и  встал вопрос покупки сменной обуви.  Заказали 5 вариантов разных бредов, все одного размера.  Только эти оказались реально впору, отлично гнутся,  садятся по ноге, подходят для стопы средней ширины и относительно высокого подъёма.  Выбрал  именно их, все отлично.
Прочные, удобные с отличным сцеплением
Хорошие но узкие
","[""Амортизируют"", ""Маломерят"", ""Удобные"", ""Идут в размер"", ""Прочные"", ""Лёгкие""]"
"Классные ботинки, в размер.
Отличные, как всегда, беру 3й год, в школу удобно.
смотрятся на ноге аккуратно
Хорошие туфли, ребёнку понравились, удобные, не натирают.
Удобные, сын второй сезон их выбирает среди более дорогих аналогов 
","[""Удобные"", ""Не натирают""]"
"Взяли для сменки, в школу. Хотелось бы более удобную стельку, с выемкой. А так смотрятся не плохо.
Качество хорошее
Отличные туфли,только пятка твердая,нет смягчающей подушечки. Буду надеяться,что не натрут.
Хорошие, недорогие. Взяли под форму для школы.
Для школы взяли. Отличные! 
Качество хорошее 
Интересные, но кажется немного маломерят.
Качество хорошее, ребенок сказал удобные
Покупали для школы. Качество хорошее
хороший материал, идёт размер в размер, но при первой носке ребенку натирали задники очень жёсткие, но вышли из положения не много размягчили житким мылом и помяли, сейчас носит отлично, брали в школу на сменку
Прислали не те ботинки вообще и 38 размера 
","[""Не натирают"", ""Удобные"", ""Идут в размер"", ""Прочные"", ""Не соответствует размеру""]"
"Светятся. Прочные. Легкие 
Ребенку понравились 
Жесткие. Правда светятся, и это очень любят дети. Но неудобные для нас.
Для мальчишки, который абсолютно не может бережно относиться к обуви, конечно самое то… а так… язычок постоянно убегает в сторону, анимация второго кроссовка заиграла не сразу
Хорошее качество, ребенку очень нравится. Выкупаю уже 3 пару
Ребенок в восторге, они еще сверкают  при ходьбе 
Хорошее качество, ребенок доволен
Отличные яркие кроссовки, подсветка подошвы, стелька мягкая с эффектом массажа, надеюсь и в носке сыну будет комфортно 
Крепкие кроссовки, хватило надолго. Рекомендую. 
Кросовки супер,светятся, ещё не носили,видно что сделаны хорошо, ребёнка очень понравились.
","[""Прочные"", ""Лёгкие""]"
"Ребёнку очень понравилось довольны спасибо
Хорошие кеды!
Хорошие, на широкую ногу
Ребенок рад, размер в размер, сидят хорошо
Очень качественные и удобные!
Для школы отлично.
Хороше кеды
","[""Удобные"", ""Идут в размер"", ""На широкую стопу"", ""Приятная замша""]"
"Идут в размер, хорошие, носит
Отличные кроссовки, идут в размер, легкие, прошиты хорошо 
Удобные и легкие
Очень сыну понравились 
Хорошие кроссовки. В активной носке не подвели. В размер
","[""Лёгкие"", ""Идут в размер"", ""Удобные""]"
"По виду приличные ,сделано качественно ,купила на сменку в школу 
хорошие но сыну оказались малы
Нормальные, слегка тяжеловаты
Рекомендую 
Выкупила.первое впечатление ,аккуратные и качественно сшиты)
Но спустя неделю очень вонючие  ,оказались)
Хорошие, удобные 
Отличное качество!
Чуть большеваты а так хорошие 
","[""Не натирают"", ""Удобные"", ""Долго носятся"", ""Идут в размер"", ""Прочные""]"
"Очень удобные, классные, мягкие. Советую!
Супер удобные, сын в восторге
Удобные и стильные кеды в школу. Беру ребёнку эту модель второй год подряд.
Рекомендую
Выглядят стильно , но качество на 3, моментально обтерлись носы и вообще они потеряли вид за 1 месяц , обидно , что стоят они не 1000 рублей , а качество именно на эту сумму
Хорошие кеды 
Сын берет на сменку в школу. Все ок, но быстро стерлись носы.
Соответствуют размеру.  Мягкие и удобные.  Отличные кеды. 
Отличные кеды, заказала ребенку в школу
","[""Удобные"", ""Прочные"", ""Идут в размер""]"
"Идут в размер. Классные, аккуратно сделаны, очень удобные.
Очень понравились
Качество супер. Сыну понравился
Детям зашли-уже не снимают неделю. Идут в размер.
Хорошие кроссовки. Внешне без нареканий, ребенок сказал удобные. 
Хорошое качество, удобная обувь
Подошва жестковата, но в целом хорошие 
","[""Удобные"", ""Прочные"", ""Идут в размер""]"
"Ботинки в размер, к внешнему виду и качеству притензий нет, брала со скидкой
Отличные ботинки, прорезиненный нос! Удобно, особеннодля мальчика!качественное выполнение товара!
Сын относил только один сезон, задник внутри ботинка протёрся и теперь натирает ногу(((
Ребёнку понравилось
Внучке понравились, стиль спортивнвй, легкие
Многократно проверенный производитель. Рекомендую.
","[""Не натирают"", ""Удобные"", ""Не промокают"", ""Долго носятся"", ""Идут в размер"", ""Прочные"", ""Лёгкие""]"
"Отзыв после года ! Супер!!! 
Симпатичные демисезонные ботинки, маломерят
качество супер. ребенку очень понравились
Не промокают , удобные 
Хорошая обувь 
Очень удобные и тёплые непромокаемые ботинки
Ботинки на демисезон. Покупала на раннюю весну. Теплые и удобные. 
Ребенок носит второй месяц, пока нареканий нет, удобные 
Отличная обувь! Рекомендую!
Ботинки очень понравились, сделаны аккуратно, на ноге удобно. Берём первый раз, ещё не носили. 
Симпатичные, на вид крепкие 
Хорошее качество. 
Отличная ботинки 
Взяли с очень хороший скидкой. Качество хорошее 
Сами по себе не плохие, но узкие, нога у ребенка еле влезла
Самостоятельно будет проблематично обуть. 
С виду неплохие ботинки, сшиты аккуратно. Но не выкупили, потому что очень жёсткие: ни подошва, ни верх совсем не гнутся. Ребёнок сказал, что ему твёрдо и неудобно.  
Качество на высоте, ни одной потертости, за год.
Хорошие ботинке с начесом , на липучке. В размер ( на 22 см - 34 размер) подошли на узкую стопу с низким подьемом 
","[""На узкую стопу"", ""Теплые"", ""Удобные"", ""Не промокают"", ""Идут в размер"", ""Прочные""]"
"Вполне качественные и очень износостойкие. Ребенок доволен. 
Отличные бутсы, качество супер, при регулярном использовании в течение 5 месяцев находятся в идеальном состоянии
Наконец то мы нашли бутсы на широкую ногу. Сын сразу оценил, хоть и большеваты, но сказал что сразу поедет на тренировку.
Огонь, отличные
Хорошие, мерить не стали, выбрали puma
Очень качественные бутсы, идут в размер.
Отличное качество! Ребенок доволен!
бутсы классные но на узкую ногу
","[""На широкую стопу"", ""Удобные"", ""Идут в размер"", ""Прочные"", ""Лёгкие""]"
"Очень качественные, мягкие, стильные, удобные

Хорошие удобные ботиночки. Очень мягкие
Очень стильные ботинки и удобные!
Удобные, мягкие, легкие
Классно сидят на ноге, удобные, не скользкие, не промокаемые, впорные
","[""Удобные"", ""Не промокают"", ""Лёгкие""]"
"Купил сыну. Идёт размер в размер. Качество хорошее. К покупке рекомендую однозначно!!!
Размер в размер, тёплые и удобные 
Появились дырки на подошве за один сезон. Не ожидала такого от этого бренда
Цена-качество нормально!
Отличное качество!
Хорошие, удобные ботинки 
","[""Удобные"", ""Прочные"", ""Теплые""]"
"Хорошие и качественные 
хорошие кроссовки, но выкупили ботинки, немного по погоде опоздали с кроссовками
Соответствуют размеру.  Легкие и удобные. 
Сыну очень удобны и яркие , классные, прочные !
Только а сухую погоду.
В дождь и слякоть промокают(
","[""На среднюю стопу"", ""Удобные"", ""Не промокают"", ""Плохо держат ногу"", ""Прочные"", ""Лёгкие""]"
"Отличные кроссовки
Хорошие ботиночки
Качество ужасное, хуже обуви у нас, наверное, не было. Убились за неделю, хотя другая обувь ребенка в отличном состоянии и может носиться не один сезон. Гуляет в них в саду, и,видимо, нога в них вообще не дышит, тк вонь жуткая, такого у нас еще не было. 
Хорошие. Но мне не хватило байки внутри.
Сыну зашли, жаль, что оказались малы. В размер. 
Из плюсов: ботинки стильные, сделаны хорошо, клея не видно, в лужах не промокают, лёгкие.
Минусы: очень узкая модель, хотя у ребенка нога не широкая, надевает с трудом (ребенку 6 лет)
В ботинке нога потеет, пока идем до сада (15 минут) сыну приходятся менять носки, мокрые. 
Сами кроссовки не плохие, но взяли другие
мягкие. классные
классные

отличные. Ребенку удобно, одевает сам.  заказывали четыре разные пары, выбрали эти. Активно носим почти месяц, качество отличное

 
Кроссовки классные. На позднюю осень то,что надо
Нормальные
Очень понравились, просто невесомые, удобные и стильные!
","[""Амортизируют"", ""Удобные"", ""Не промокают"", ""Лёгкие"", ""Идут в размер"", ""Прочные"", ""Приятная кожа""]"
"В коробке было 2 левых (!) сапожка! Это подтвердил и сотрудник ПВЗ. Я так же сделала фото, есть подтверждение. Перезаказали. Надеюсь, в этот раз меня не подведет ламода и поставщик.

Я удивлена, по качеству, как Рейма, даже лучше, толще стелька и внутренняя обивка, которые шерстяные, кстати. По лужам ходить не стоит -промокнут, а вот на слякоть пойдут, не сильные морозы тоже тепло будет.
Самые удобны сапоги для ребенка. Нога влазит без открывания застежки, что облегчает задачу самостоятельного одевания. Я рада)
Подошва не гнется, отказ
Чудные ботики за такую цену. Удобные, не промокают 
Удобное широкое голенище, ребенок без труда сам одевает. Не промокают. На стопу 17,5см взяла 29 размер. 
","[""Амортизируют"", ""На среднюю стопу"", ""Приятная кожа"", ""Удобные"", ""Не промокают"", ""Прочные"", ""Лёгкие""]"
"Хорошего качества, проверим зимой 
Красиво смотрятся, на вид качество четкое , пока не надевал сын , купила 3 пары в разных цветах детям , всем понравились 
Норм но дубовые 
Смотрятся потрясающе, все качественно сделано. Жестковатые и тяжеловатые, но это никак не сказывается на комфорте при носке. 
Шерсть толстовата. Это хорошо. Не знаю как на морозы, но на переходную погоду до -15 наверное будут хорошо. Посмотрим, как будут носиться холодной осенью
Тяжелые, скользить не будут 
","[""Амортизируют"", ""Теплые"", ""Комфортные"", ""Удобные"", ""Не промокают"", ""Прочные"", ""Лёгкие""]"
"Сыну понравилось, удобно на широкую ногу, что то даже светится
Все хорошо
Чуть большемерят
Отличные, в размер
Супер кроссы, в размер. Сын в них собрался спать :))))
","[""Маломерят"", ""Удобные"", ""На широкую стопу"", ""Идут в размер""]"
"Отличные! Легкие, сеточка верх и летом не жарко 
Удобные, по размеру, 2 месяца носит  , полет норм .
Супер кроссовки, удобные. Ребёнка нравится
Очень классные кроссовки. Сыну понравились, говорит  удобные и лёгкие.
Очень удобные, ребенок доволен!
Лёгкие, удобные кроссы, немного маломерят.
","[""Маломерят"", ""Удобные"", ""Идут в размер"", ""Лёгкие""]"
"классные кроссовки, посмотрим как поведут себя в носке
Ребенку отлично и никакой мороки со шнурками
Сами кроссовки знаем, они отличные, хотела перезаказать в новом уже для нас размере, но в приложении какой-то баг, в карточке товара фото одно, отзывы про те кроссовки что в карточке тов ара, а вот уже в корзине кроссовки абсолютно другие и как назло приехали именно те, что отражались в корзине, очень жаль(
Дороже чем на официальном сайте котофей 
Ребёнку понравились, не захотел снимать 
Все хорошо носиться 
","[""Не натирают"", ""Комфортные"", ""Удобные"", ""Не давят"", ""Долго носятся"", ""Идут в размер"", ""Прочные""]"
"Кроссовки понравились, ребенку удобно 
Красивые кроссовки. Мягкая подошва.
Отличные кеды! Советую
Размер соответствует 
Очень красивые и качественные, стильные, ребенку удобно 
Это был последний раз когда я купила ребенку кроссовки с замшевыми деталями. Спреем брызгаю (водо и грязеотталкивающим), все равно они грязные сколько не отмывай и не чисти щеточкой. Подошва первые несколько дней белая- потом серого цвета. Ни чем не отмыть и не оттереть. По удобству вопросов нет. Ребенку нравятся.
Вроде неплохого качества , но после первой же носки подошва не отмывается и вид вечно грязной обуви 
Есть супинатор, нам это было важно
","[""Амортизируют"", ""Удобные"", ""Не промокают"", ""Приятная замша"", ""Идут в размер""]"
"Отличные. Сезон выдержали. 
Заказали на осень очень удобные и классные кроссы для мальчика. Они еще светятся при ходьбе, но огоньки не раздражают вовсе, как это бывает в некоторых кроссах для детей
Классные городские кроссы! Отлично смотрятся легкие и удобные! Сын оценил ☺️
Жестковаты внутри. В первые дни сразу натер пальчики. В целом норм. 
Кроссовки легкие, качественные, но к сожалению, не подошли по размеру. Будем перезаказывать.
Любимые , красивые, качество хорошее.
","[""Удобные"", ""Не соответствует размеру"", ""Лёгкие""]"
"Узковаты! На широкую ногу не подойдут
Отличные кеды, ничем не уступают по качеству от более дорогих брендов. 
Сложно отмывать подошву, но в целом крутые кросы 
Удобные. Подходят к любой одежде.
Классные кеды. Идут в размер.
Крепкие, не промокают, хорошо отшиты
","[""На узкую стопу"", ""Не натирают"", ""Удобные"", ""Не промокают"", ""Идут в размер"", ""Прочные""]"
"Красивая модель, на широкую ногу, немного тяжеловаты
Парню 12 лет очень понравились, померил и снимать не захотел
Пришли как на фото! Дальше посмотрим как будут в носке
Отличные кеды ! За такие деньги просто супер !
Сыну понравились !
Отличные кеды
Кеды неплохие, но отказ, тк ребенку не удобно было в подьеме.
Для подростка на каждый день прекрасно подойдёт. 
Сыну понравились, стильные, рок жив) 
Идут в размер.  Но тяжелые, неудобные и натирают 
Ребенок в восторге 
Крутые кеды, в размер
На узкую ногу
Прикольные 
Суперские! Пока ещё в носке не проверили
Отличные кеды
Очень классные кеды, красивые, ребёнку очень понравились. 
Маломерки. Сыну + натирают

А так стильные кеды если б не этот минус
","[""На широкую стопу"", ""Маломерят"", ""Идут в размер"", ""Прочные"", ""Приятная кожа""]"
