text,tags
"Отличный теплый и стильный комплект! Рекомендую 
Очень теплая шапка, сидит по голове 
Классный комплект, правда очень всю грязь и волосы собирает, приходится часто чистить.
Очень теплая , хорошее качество 
Шапка странно вытянутая сильно. А манишка отличная, носим всю зиму 
","[""Приятная ткань"", ""Образуют катышки"", ""Дышит"", ""Качественный""]"
"Симпатичная тоненькая шапка) отлично села! Для школы то что надо)
Шапочка качественная . Подошла очень хорошо!
Отличная шапочка
Нам шапка подошла, на теплую осень
Отличная шапочка.
","[""Приятная ткань"", ""Качественный""]"
"Приятный материал, на южную зиму подходит 
Подкупила цена, еще не носили 
Приятный материал, не колется 
Классно смотрится сын доволен
На осень отличная шапка, плотненькая, в размер
Ткань очень приятная супер спасибо 
","[""Приятная ткань"", ""Плотный""]"
"Хорошая шапка, ребенку понравилась
Мягкая, теплая. Ребенку понравилась
Большимерят
Яркая, красивая, подходит под любую куртку 
Классная, яркая шапка. Качество огонь. Очень нравится.. Всем)
шапка клёвая, с флиской внутри, и смотрится очень стильно Сыну понравилась. 
","[""Приятная ткань"", ""Качественный""]"
"Ни где не сказано что они детские!!!. Качество огонь. 
По этому возврат
Хорошие перчи, катаю на лыжах, приятный цвет, ткань на ладонях специально для лыжных палок
Качество хорошее 
Отличные перчатки 
Очень качественный товар 
Взяла дочери для зимнего триатлона, она сказала, что это лучшие зимние кроссовки в ее жизни:)
","[""Приятная ткань"", ""Плотный"", ""Качественный""]"
"Хорошая шапка
Хорошая шапка
Отличная , тёплая шапка!
Ребенок довольный!
Цвет чуть темнее чем на фото. Пока большая. Покупала на будущее. 
Плотная вязка
Классная шапка 
Мягкая, отлично тянется, приятная расцветка, ребенку понравилась 
Хорошая шапка 
Отличная шапка , качество SELA всегда отличное . Шапку брала сыну , но отлично подошла и мне )
Мальчику понравилась им хорошо смотрится 
Шапка хорошая,но сыну размер 54 на ОГ 54 оказалась мала,давит... Перешла по наследству младшим)))
Да в целом норм. 
Отличная шапка
Шапка зачет, удобная, мягкая и подошла под образ, выкуп
Шапка плотная, по качеству отличная, но цвет не тот, тёмный бежевый 
Хорошая базовая шапка
Хорошая шапочка
Плотная вязка
","[""Приятная ткань"", ""Удобный"", ""Держит тепло"", ""Качественный"", ""Плотный""]"
"Немыслимый экземпляр. Неудобные, жёсткие. 
На прохладную погоду
Интересная штука)) сыну понравилась 
Маленькие 
Не понравились, ребенку 6 лет малы. 
Размер маленький, нормально не возможно одеть
","[""Не протекает"", ""Прочные материалы""]"
"Очень узкая , на 54 никак не тянет ( но цвет и качество прекрасные !
Удобная, красивый цвет, носим сейчас в погоду от +6 до +11-12 
Полностью устраивает
Стильная шапка, отлично села, маломерит
Отличная шапка
плотно села, вообще пришла как спаггети, ( вязка резинкой) очень хорошо тянется, надеюсь что не растянется совсем  на осень хороша
На 6 летку маловата 
Цвет классный и сама шапка стильная 
Хорошая приятная на ощупь шапка, достаточно плотная и теплая, для осени отлично, думаю до 0 градусов. Цвет как на картинке темно зеленый
Хороший товар
Шапка очень ничего
На 3 года маленькая оказалась,а так хорошая
Обожаю хлопковые шапки  Бини от Sela. Эта красивого цвета темно-зеленого, болотного. Носим всей семьей уже много сезонов.
Отличная шапка. В размер
Хорошее качество 
","[""Маломерит"", ""Надежный механизм"", ""Приятная ткань"", ""Качественный"", ""Плотный""]"
"Хорошая бейсболка, дочери понравились 
Отличная бейсболка
Спасибо ❤️
За эти деньги очень классная 
Хорошая кепка с козырьком адекватной длины. Ребенку понравилась
Отличное качество и форма
отличная кепка
Отличная кепка, но не подошел размер
Классная бейсболка. Ребенку 7 лет подошла и понравилась
Идёт в размер.  
Брала сыну. По форме короткая, прикрывает только макушку.
Хорошая кепка
Мне не понравилась ни форма,ни качество 
Классная, качественная
кепка Хорошево качества, смотрятся хорошо
 Кепка качественная , но на лето черная не очень 
Отличное качество 
","[""Удобный"", ""Есть дефекты"", ""Качественный"", ""Неудобный"", ""Плохо просыхающий""]"
"Сын пошел в ней сразу из пункта выдачи, понравилась,нитки нигде не торчат, пошив отличный!
Для мальчика 6 лет сидит хорошо 
Подошла на маленькую женскую голову
Отличная кепка
аккуратная, качественная, для маленькоголовых - идеально, сзади не съёживается и не топорщится при регулеровке
За свои деньги супер. Ребенок доволен
Классная кепка 
Сын доволен)
Бейсболка супер!!! На осень самый топчик!! 
Для своей цены очень даже хорошая кепка, ходим уже два месяца, цвет не поменяла 
Качественная, на возраст 10 лет подошла идеально. Цена со скидкой  
Очень стильная, смотрится прекрасно 
красивая, сыну понравилась
Крутая кепка, ношу сама. Удивилась, что она оказывается для детей))) 
Ребенку 12 лет, отлично
","[""Приятная ткань"", ""Компактный"", ""Не протекает"", ""Качественный""]"
"Хорошая ) 
Отличная кепка
Крутая, качество супер 
Ребенок носит кепку не снимал 3 года . Идеально 
Ребенок рад, качественная бейсболка
Ребенок доволен 
Классная кепка, ребенку 6 лет подошла, носит довольный
Отличного качества
Удачная кепка, сыну нравится 
Отличная кепка для мальчика 2-3 года
Кепка отличная, качественная и дышащая, на лето  просто супер. Подошла сыну на 6,5 лет. 
Классная удобная, красивая, ребёнку понравилась
Хорошая кепка,ребенку нравится 
Отличная , стильная, хороший пошив
Хорошая кепка
Отличная качественная бейсболка! Любимая у сына. 
","[""Удобный"", ""Долговечный"", ""Дышит"", ""Качественный""]"
"Отличная качественная бейсболка
Выбрали её. Села хорошо по голове.
Хорошая бейсболка
Классная кепка
Хорошая бейсболка
Супер,сын доволен))
Хорошая посадка 
","[""Хорошая впитываемость"", ""Качественный""]"
"Хорошая, качественная бейсбоока!
Соответствует описанию
Модная, стильная кепка 
Купила сыну, но просчиталась с размером,  так что ношу сама. Хорошая вещь) единственное, не очень удобная застёжка- я больше люблю липучки. Но это кому как.
 ребенок в восторге 
Понравилась 
Хорошая кепка  
Оказалась огромная
Цвет красивый, но форму не держит. Неудобный пошив
Кепка прикольная за 250 рублей.Спасибо ламода.
Отличная бейсболка на лето!
Хорошая базовая бейсболка, немного потеряла в цвете при стирке, но это не критично, в остальном- без нареканий)
Стильная, качественная бейсболка, не маркая, не подойдет для жаркой погоды, слишком плотная
Неплохая бейсболка  
","[""Не протекает"", ""Есть дефекты"", ""Плотный"", ""Качественный""]"
"Клевые, на мальчика 5 лет брала
Мягкие , симпатичные очки для малышей , взяли на три годика
Симпатичные 
Классные очки, но нам пока оказались большеваты, оставили на следующее лето 
Очки классные, качественные, стильные
Неплохие очки, но для 5 лет совсем маленькие
","[""Приятная ткань"", ""Качественный""]"
"Веселая бейсболка,внуку понравилась
Качественная, в размер
Яркая, качественная бейсболка, ребенку понравилась
Удобная, красивая
Яркая веселая
Сыну понравилась. Цвета яркие, выглядит качественно 
Малышу понравилась . 
","[""Удобный"", ""Качественный""]"
"Красивая кепка, хорошая посадка 
Хорошая бейсболка
Отличная кепка, выкуп 
Отличная кепка
Стильная . На возраст 8-9 немного большевата , но регулируется 
Вполне продукция на 59 размер с запасом .
Кепка отличная
Хорошая кепка, качественная. Купила с хорошей скидкой, ребенок носит
Отличная кепка
Качество  цвет как на фото
Бейсболка отличная, ребёнку подошла идеально
","[""Дышит"", ""Хорошая впитываемость"", ""Качественный""]"
"Отличная кепка
Приятная ткань , красивая расцветка
Хорошая ,все дето носили 
Кепка отличная, качественная и стильная 
На лето самое то ,хорошеее качество 
Классная , легкая 
","[""Приятная ткань"", ""Легко стирается"", ""Качественный""]"
"Классная )
Очень классная красивая кепка 
Цена качество соответствует
Ребенку понравилась 
Классная, все лето в ней
","[""Приятная ткань"", ""Качественный""]"
"отличная кепка, стильная, мальчик носит с удовольствием!
Оличная бейсболка!!! Ребёнку  7 лет подошла по размеру. Пришла без дефектов. Спасибо за хороший товар. 
Отличный товар!
Качество понравилось. 
Ребенок доволен
Хорошая форма кепки, с прямым козырьком сложно найти на этот размер обычно. Ребенку идет. По качеству хорошая.
Отличная кепка
Хорошая бейсболка, уже отстирывала ее вручную, асе ок. Ребенок доволен
Внешний вид, качество 
Бейсболка  огонь  брал сыну ... Нам очень понравилась . спасибо продавцу
","[""Удобный"", ""Долговечный"", ""Качественный""]"
"Очень красивая бабочка)
Отличный галстук. 
Хорошая бабочка,сыну подошла в школу 
Хорошая бабочка, красивый оттенок, дополняет торжественный образ.
Очень красивая бабочка! Рекомендую.
рекомендую к покупке, аккуратный галстук-бабочка
Милая бабочка, удобно застегивается и регулируется 
Любимый бренд, качество отличное, носим с удовольствием
","[""Приятная ткань"", ""Удобный"", ""Качественный""]"
"Стильный отлично подойдёт под любые брюки
Отличного качества ремень для своей цены. Можно подрезать под талию ребенка! 
Отличный ремень для ребенка! Выглядит как взрослый. Можно подогнать по талии. 
Ремень брала ребенку. Он носит, ему нравится 
Отличный ремень, укоротить можно без проблем 
Ремень хороший, но на 8 летку оказался великоват- пришлось делать новые дырочки. 

Крутой ремень. Рекомендую. 
Брала сыну в школу. 
ремень подошёл, всё хорошо!
Хороший ремень за свою цену
широкий очень и бляжка огромная не для ребенка
Хороший ремень, рекомендую 
качество хорошое! 
товар хорошего качества. 
Ремень крутой 
","[""Качественный""]"
"тоненькая мягкая 
осенний вариант.. сидит и смотрится. осенняя плюсовая погода  для носки .
Не плохая шапка.
Но для ребенка не удобная.
Быстро растянулась и потеряла форму. Носить не удобно.
Второй раз бы не купила.
Форма не понравилась, видимо не тот размер, а так материал приятный, пока тугой, оставляет рубчики на лбу
Удачное качество. После первой носки образовалась дыра. Очевидный брак
Отлично села, на ощупь приятная. Теперь посмотрим как будет в носке 
Приятный материал
","[""Приятная ткань"", ""Есть дефекты""]"
"Варежки огонь, но не на холодную зиму
Очень хорошие и тёплые варежки, двойные, подойдут на зиму. На ребёнка 4,5 года селили размер 
Очень теплые 

Флисовые, двухслойные, думаю тёплые. Ну и дизайн милый.
Малейшие варежки. 
Милые и теплые варежки. На три года великоваты. 
","[""Держит тепло""]"
"Самая лучшая шапка, закрывает уши)
Качественная красива шапочка
Красивая очень 
Любимый бренд, качественные вещи 
Просто классная шапочка)
Шапочка очень понравилась
Любимая шапка
Плотный и маломерит, поэтому отказ
Тёплая, красивая шапка. Дочка в ней прям куколка! 
Шапка удобная, сидит хорошо 
Классная модная 
На Малыше смотрится очень миленько 
Обожаю этот бренд. Сидит идеально, закрывает уши
","[""Приятная ткань"", ""Удобный"", ""Держит тепло"", ""Неудобный"", ""Плотный""]"
"Очень приятная к телу ткань. Цвет скорее голубо-скрый, немного отличается от фото. Но красивый все равно 
Супер качество, рекомендую
Чепчик наш фаворит,сшит правильно,малыша не раздражает,носим с удовольствием
Очень удобные шапки 
качество Сумер, ткань натуральный хлопоку нас таких несколько штук, разных цветов 
Очень классный 
Мягкий натуральный 
Базовый чепчик, хорошего качества и плотно сидит
Отлично подошел
Качественно сшит, мягкий , дышащий материал , закрывает уши
Спасибо всё отлично  
Удобный чепчик, форма правильная, ушки всегда закрыты 
Хороший чепчик
Хороший обычный чепчик 
Приятный материал, не колется.
Красивый оттенок, хорошо сидит на голове, не продувает, закрывает уши. При движении не съезжает
","[""Приятная ткань"", ""Дышит"", ""Держит тепло"", ""Качественный"", ""Неудобный"", ""Не ржавеет""]"
"Классные очки
Классные очки 
Пришли без веревочки. Я так и не поняла входит она в комплект или нет. 
Отличный очки! Ребенок в восторге)
Классные детские очки, цена приятная - успели по акции взять, душки тянуться, по голове не стягивают. Надо было брать 2 пары 
Очки классные ! Ребенку подошли с 7 месяцев .Крепкие , можно гнуть по-разному , что в таком возрасте актуально . Приятный материал из чего сделаны , стекло с УФ фильтром .Рекомендую !
","[""Приятная ткань"", ""Прочные материалы""]"
"Отличнве очки
Супер! Мальчику 6 лет
Отличные очки. Не жмут, не давят.
Отличные очки, ребенку подошли, прилегают плотно, воду не пропускают.
Хорошие очки, но быстро расцарапались и внутри как будто слез какой-то слой. Пришлось выкинуть
Хорошо подошли 
Отличные очки, сели сыну идеально, ничего не протекает. Ему 7 лет, подошли супер.
Качество и стиль на высоте
","[""Не ржавеет"", ""Не протекает"", ""Хорошая впитываемость"", ""Быстро расходуется""]"
"Простой комплект 
Хороший, красивый комплект
Хорошая покупочка для внучки . Она довольна , да и ткань хорошая. Спасибо за скидки ! 
Белье чуть жёстче, чем я думала. Даже после стирки с кондиционером особо мягче не стало. Но расцветка ребенку нравится, спит с удовольствием
Хороший материал, расцветка 
","[""Приятная ткань"", ""Удобный""]"
"Шапка классная, но оказалась слишком большая
Открываются ушки про повороте головы 
Оказались велики, но оставила на осень, очень хорошие 
Большевата, но очень классная!
Теплая красивая шапочка, написано что 0-3 месяцев, думаю, в первый месяц великовата 
Симпатичная шапочка, есть приятный подклад, размер странный, на обьем головы 42 (5 мес) - с запасом еще 
","[""Приятная ткань"", ""Неудобный"", ""Образуют катышки""]"
"Отличная шапка
Отличная теплая шапка, проходили всю зиму и следующую тоже будем. Не съезжает , держится хорошо 
Оооочень стильная шапка! Муж и сын сразу же схватили)
Шапочка отличная! Теплая, подклад флисовый. Рекомендую к покупке.
Хорошая шапочка, теплая. Ребенок носит с удовольствием !!!
Любимая фирма, все вещи качественные 
Шапка нормальная, проходили всю зиму. Сидит ровно, никуда не сползает.
","[""Приятная ткань"", ""Держит тепло"", ""Качественный""]"
"Качество супер 
Красивая шапка , но правда чуть съедает при движении
Любимая шапка у ребенка. Не колется, не закатывается, форму не теряет 
Шапка хорошего качества и классно смотрится. 
Красивая шапочка 
Очень красива шапка 
Отличная шапка
Хорошая шапка - тыква 
","[""Не ржавеет"", ""Не протекает"", ""Держит тепло"", ""Качественный""]"
"Очки хорошие , на годовалого ребенка сели идеально 
Красивые, стильные очки
Всё отлично
Не ломаются 
Хорошие очки, гнутся. 
","[""Образуют катышки"", ""Не деформируется"", ""Качественный""]"
"Обожаю эту фирму, лучшие. 
Прекрасная модная шапка, смотрится отлично, сама бы такую носила
Шапочка просто супер! Очень хорошо смотрится и держится  на ребенке, стильная, мягкая
Классная шапочка! Мягкая и красивая, спасибо!
Классная, качественная, красивая 
Красивая шапка и качественная 
","[""Приятная ткань"", ""Качественный""]"
"Любимая шапка
Суперская шапка 
Классные шапки, купили все детям 
Совсем не очень! Как стеклянная…отказ(
Отличная шапка. Брала в комплекте со снудом. Мягкая и приятная к коже, не колючая. Ребенок очень доволен комплектом.
Очень классная, купила в комплекте со снудом для осенних холодов 
Шапка яркая классная! Здорово смотрится!
","[""Приятная ткань"", ""Плотный""]"
"Классная шапочка, мягкая, теплая, ребенку понравилась. 
Прикольная шапка, на очень весну вообще отлично 
Шапка отлично подошла ребенку 2,7 г 
Прекрасная, теплая 
Чудная шапка, довольно тёплая, размер 52-54 подошёл дочке 3 лет. Приятная расцветка, замечательное качество.
Хорошая шапка . 
Хорошая шапка, приятный материал, теплая. На ребенка полтора года подошел 50-52. 
Красивый оттенок, теплая, уши закрывает. Все отлично
","[""Приятная ткань"", ""Держит тепло"", ""Качественный""]"
"Ребенку очень понравился ободок. Это главный плюс.
Но от себя добавлю - товар приехал в обычном целлофановом мятом пакете с наклейкой, на ободке отсутствовало несколько камней. Отказываться от товара не стали - времени не было искать что-то подобное в канун Нового года. 
Очень красивый
Очень красиво , камушки переливаются. Выполнен качественно 
Шикарный ободок. На месте соединения двух частей кажется хлипковатым. Но ободок и не для повседневной носки. Брали как дополнение к платью 
Красота! Красота! Камни на свету блестят. Покупал дочке на 8 марта, ей ободок очень понравился!
Очень красивый, сидит удобно, красиво переливается
Отличный получился подарок, ребенок доволен ❤️
Первый ободок пришел без одного кристалла, поэтому снимаю 1 звезду. Второй пришел супер! Качество отменное! В жизни еще красивее
Очень красивый ободок как и все этого бренда. Дочка в восторге 
Очень красивый , удобный ободок 
Смотрится бомбически 
","[""Неудобный"", ""Не протекает"", ""Не ржавеет"", ""Удобный""]"
"Хорошенькая . 
Шапку выкупили тк дочке понравилось, но синтетика и сразу катышки пошли и зацепы
Классная шапка. 
На холодную осень ! Ребенок доволен 
Очуменная шапка, мягкая и сидит отлично 
Стильная. Удобная 
Качество товара, приятная ткань, спасибо 
Классная шапка. Думала, что она плотная. Но она больше не на сильный мороз. Очень мягкая
","[""Приятная ткань"", ""Удобный""]"
"Классная!!! Себе такую хочу )) 
Отличная шапка
Классная шапка. Дочь не оценила. Возврат
Отличная шапка.
Шапка так себе..
Классная! Теплая! 54 р хорошо подошел на девочку обхват головы 55-56( 9 лет, худая )
Хороша шапка, в размер, но выбрали другую модель 
хорошо села
Очень качественная и красивая шапка. Дочке очень нравится. 
","[""Приятная ткань"", ""Хорошая впитываемость"", ""Качественный""]"
"Отличная панамка, яркая и хорошего качества
Классная Панама
Брали в подарок, адресат довольна
Чудесная .
Села идеально
Не спадает
Сзади резиночка утягивающая, то что надо 
Ребенку 2 года, подошло идеально удобная резинка взади
Шикарная пора а для ребенка
Хорошая панама. Яркая, заметная
Хорошее качество
Качество  шикарное . Цвет потрясный.
Классная яркая панама 
Супер  очень яркая 
Яркая и ткань не плотная, при этом держит форму
Отличная на девочку 4 года
Яркая комфортная 
","[""Удобный"", ""Держит тепло"", ""Качественный""]"
"Удобно регулировать, хорошая посадка
Классная бейсболка
Яркая, качественная кепка
Классная, дочь довольна. Рекомендую
хорошая,но предпочли в другом цвете.
На ребенка 8 лет подошла. Понравилась
Отличная бейсболка, удобная, цвет Ркий
Хорошая кепка 
Хороша кепка по приятной цене
","[""Приятная ткань"", ""Удобный"", ""Хорошая впитываемость""]"
"Всё отлично!
Хорошее качество 
Кепка хорошая, но маловато нам , на 9 лет хорошо, нам 11 лет
Очень красивая бейсболка, лёгкая,на лето идеально.
Хорошая стильная бейсболка!
Очень красивая и качественная кепка
Стильная кепка . Взяли сразу 
Бейсболка пришла бежевая, с сеткой по задней части головы и пластмассовым зажимом!!
Бейсболки - это наша слабость.
Уже куча всяких.
Эта тоже очень понравилась.
Огромное спасибо за качественный товар, быструю доставку.
Процветания вашему бизнесу.
","[""Легко стирается"", ""Качественный""]"
"Форма кепки очень хорошая , красиво смотрится на голове . 
Брала из-за огромной скидки, так, для коллекции. Практически не носим. Сложный цвет и регулируется неудобно 
Хорошее качество 
очень красивая кепочка, качественно сшита. дочка в восторге

Хорошего качества. Регулировка по объему. Яркий цвет.
","[""Приятная ткань"", ""Качественный""]"
"Все отлично
Соответствует описанию. Понравилось
Милые бантики, смотрятся на ребенке очень красиво
Красивые бантики . Качество отличное . Брали на 1 сентября .
Красивые и качественные 
Шикарное качество 
Хорошее качество. Но выбрали другие) 
","[""Приятная ткань"", ""Качественный""]"
"Весьма некачественное полотенце за такую цену. Есть зацепки, хотя упаковка была целой. Кривые швы, торчащие нитки. 
Нежная нежность!!! Понравилось.
Полотенце просто класс, все как в описании, можно брать
Хорошее полотенце 
Дочке понравилась 
Мягкое, большое , ворсинки не лезут 
","[""Образуют катышки"", ""Не протекает"", ""Приятная ткань"", ""Есть дефекты""]"
"Дочь счастлива. Размер регулируется и на ребенка и на взрослого. Носим по очереди)
Забавные наушники, туговаты, к ушам прилегают неплотно, больше как аксессуар
Класс !!! На голову 59 - 60 чуть давит
Отличные наушники. Очень оригинальный дизайн.
Очень недорогие, и интересные. Но мне попались какие-то сильно неравномерные…. 
Ощущение, что клочками мех выдирали.
Интересная модель)
Прикольно смотрится. Думаю с горнолыжной будет  смотреться хорошо 
Ну классные очень 
","[""Образуют катышки"", ""Есть дефекты""]"
"Теплая толстая шапка на морозы . на подкладке флисовой . тактильно приятная 
Внутри флис, сама вязка плотная, очень теплая шапка
Маломерит очень сильно. И толстенная!!! Внешне хорошая. 
Классная шапка, очень удобна и теплая
Теплая классная шапка 
Яркая, качество отличное 
","[""Приятная ткань"", ""Плотный""]"
"Хорошая шапка, с хлопковой подкладкой.
Очень понравилась шапочка. Качество 
Отличная шапка
Очень симпатичная шапка, помпон на кнопке
Быстро пошла катышками и булубон отваливается постоянно.он на кнопке
 хорошая шапочка,  села отлично
Хорошая тёплая шапка. По скидке вообще супер! Рекомендую
","[""Приятная ткань"", ""Держит тепло"", ""Быстро расходуется""]"
