product_sku,comment_id,comment_text,name,good_type,good_subtype,tags
MP002XU007VV,"[406831279, 423655058, 408341067, 395612233, 426041384]","[""Супер удобная."", ""Отличная зубная щетка."", ""Хорошая щетка"", ""Очень все понравилось)) Спасибо!"", ""Купив щетку в первом отзыве отметил ее неоднозначный дизайн и хорошее качество щетины.\nСейчас, пользуясь регулярно, эргономика ручки мне нравится все меньше и меньше.""]",Зубная щетка,Beauty_Accs,ORAL CARE,Удобная; Хорошая щетина; Эргономичная ручка
MP002XU0563Q,"[380432924, 437115468, 387117460, 424527617, 381837298, 411811859, 429753865]","[""Чудесные полотенца, в такой красивой упаковке можно на подарок  "", ""Очень понравились, упакованы хорошо"", ""Брала в подарок, товар качественный, упаковка выше всех похвал!"", ""Классные полотенца для кухни"", ""Бесподобный  полотенца. Упакованы со вкусом."", ""О , это сплошное эстетство!!! Коробка, бумага , полотенца , а вышивка отдельный восторг  "", ""Отличное качество, прекрасные гуси""]",Набор полотенец кухонных,Home_Accs,KITCHEN TEXTILE,Высокое качество; Эстетичный дизайн; С вышивкой; Хорошая упаковка; Подарочная упаковка
MP002XU0D3HO,"[392934576, 423658045, 383567368, 390272616, 403599353, 387894812, 381111818]","[""Красивое зеркало. Уапаковачная коробка измялась в хлам при транспортировке, но само  зеркало  было завернуто в пупырчатую пленку и не повредилось."", ""Хороша цена "", ""я в восторге от зеркала!)"", ""Увеличивающая сторона кривая, сильно искажает отражение. Не рекомендую."", ""Зеркало очень удобное "", ""Зеркало красивое, устойчивое, но увеличивающая сторона немного искажает черты, а подсветка только мешает и слепит."", ""Хорошее добротное зеркало, понравилось, смотрится дорого, но открыть крышку, чтобы вставить батарейки не смогли ""]",Зеркало настольное,Home_Accs,DECOR,Увеличивающая сторона; Подсветка; Устойчивое; Искажает отражение; Слепит глаза; Трудно вставить батарейки
RTLAEE144902,"[406604004, 414501452, 399834008, 407326094]","[""Отличные. Размер соответствует, как ранее покупали в этой модели."", ""Удобные. Стильные."", ""Размер не соответствует,ношу 42,заказал 43 ,а можно было и 44.Маломерят"", ""Легкие и удобные ""]",Кроссовки,Shoes,SPORT SHOES,Удобные; Легкие; Маломерят
MP002XU05E0A,"[390450894, 390999969, 378147469, 379537097, 391294386, 381297789, 380256367, 390704115, 380252737, 379358462, 382004063, 387292307, 380255578, 381297265]","[""Крутое, качественное полотенце. Цвет понравился. "", ""Всем рекомендую "", ""Очень хорошее качество."", ""Отличное, не красит."", ""Качество хорошее, мягкий. Как полотенце норм. В качестве коврика- маловат"", ""Качество хорошее,цена привлекательная "", ""Качественное "", ""Полотенца с НЕ густым ворсом, мягкие. Звезду снимать не буду, но заказ не повторю. "", ""Красивое полотенце. Плотное, края аккуратно обработаны. Заказываю не первый раз."", ""Плотное, хорошо впитывает. Со скидкой брала  сразу два в разных цветах. Очень довольна!"", ""Цвет огонь,качество хорошее"", ""Отличное полотенце для ног, качество "", ""Приятные, хорошо впитывают"", ""Яркий, отлично впитывает влагу, пережил 10 стирок, выглядит, как новый.""]",Полотенце,Home_Accs,HOME TOWELS,Мягкое; Плотное; Хорошо впитывает; Не красит; Края обработаны; Устойчиво к стирке; Негустой ворс
RTLADF053402,"[422548695, 394663646, 388209708, 393338476, 383937134]","[""Качество оставляет желать лучшего,особенно за такую цену. Выбрала другой бренд "", ""Штрих-код читается, сумка классная.  "", ""Милая сумка"", ""Отличная вместительная сумка, ремень короткий, через плечо повесить не получится"", ""Отличная сумка , фурнитура хорошая, кожа отличная. Все нравится ""]",Сумка,Bags,BAGS,Кожа отличная; Фурнитура хорошая; Вместительная; Ремень короткий
RTLAAY645701,"[433556243, 388955419, 389111445, 405167252, 409951272, 384273874, 378412325, 393839704, 391456992]","[""Не липкий на губах , долго держится , хорошо увлажняет губы "", ""Хороший блеск. Плотный персиковый цвет, но можно размазать и блеск станет более прозрачным. "", ""Мне нравится "", ""Хороший блеск, покупают уже второй "", ""Очень понравился аромат, ненавязчивый легкий шлейф, нет резкого химического запаха, как это бывает от помад, приятно ложится на губы. Увлажняет, но эффект увеличения объема я пока не заметила "", ""Отличный блеск для волос"", ""Заказывала 08 тон, пришло во время. Заказывала по отзывам покупателей и не ошиблась, цвет отличный. Рекомендую "", ""Держится долго"", ""Классный блеск. Очень красиво и дорого смотрится при нанесении ""]",Блеск для губ,Beauty_Accs,MAKE-UP LIPS,Не липкий; Долго держится; Увлажняет губы; Плотный цвет; Персиковый оттенок; Можно размазать; Ненавязчивый аромат; Нет химического запаха; Приятная текстура; Красиво выглядит
MP002XU0DE1O,"[388041128, 386619829, 379188345, 388046606, 392735220]","[""Красивые полотенца хорошего качества, плотные. Соответствуют фото."", ""Отличные махровые полотенца, качество достойное, выглядят в ванной интересно и ярко. Для подарка, думаю, тоже отлично подойдет "", ""Отличные купила аж в трех разных цветах "", ""Набор в принципе очень неплохой, немного объемная  текстура  ткани и отличается  лицевая сторона !"", ""Купил три, все разного цвета. Именно синие сильно линяют ""]",Набор полотенец,Home_Accs,HOME TOWELS,Плотные; Махровые; Яркие; Линяют
MP002XM12JG9,"[435353161, 415883016, 394183666, 386151424]","[""Пряжка на фото и выглядит качественнее чем есть на самом деле. В живую выглядит очень не качественно. Отказался. "", ""хорошее качество "", ""Хороший ремень, приятный на ощупь"", ""Нормально всё""]",Ремень,Accs,BELTS,Некачественная пряжка; Приятный на ощупь
MP002XU0DDML,"[402638477, 430618703, 430234753, 420352663, 430006811]","[""Хорошая  и удобная "", ""Очень качественная"", ""Вопросов нет. Бутылка классная) "", ""Хорошее качество, не протекает вода, удобно что есть трубочка"", ""Отличная бутылочка, тактильно приятная. Искала небольшой размер. Покупкой довольна. ""]",Бутылка спортивная,Home_Accs,FOOD STORAGE,Удобная; Качественная; Не протекает; С трубочкой; Тактильно приятная
RTLADE172002,"[406843647, 384976667, 407976723, 406987177]","[""Очень мягкий, но и стирается."", ""Очень мягкий, беру не первый раз!"", ""Карандаш хороший, мягкий."", ""Отличный карандаш ""]",Карандаш для глаз классический,Beauty_Accs,MAKE-UP EYES,Мягкий; Стирается
RTLACB418502,"[410916856, 386773715, 383579971, 381474108, 386781135, 436361460, 432265521]","[""Легкий ненавязчивый аромат на каждый день. "", ""Запах отличный , мужу  понравился "", ""Оригинальный запах, один в один как в барбершопе."", ""Брала на подарок, достойный флакон."", ""Достойный запах за свои деньги ,мужу понравился "", ""Отличный аромат"", ""мужской запах, не попсовый. ""]",Одеколон,Beauty_Accs,FRAGRANCE,Легкий запах; Ненавязчивый аромат; Мужской запах; Оригинальный запах; Аромат барбершопа; Ежедневное использование
MP002XW0OWEB,"[397906171, 384282944, 392132302, 385644178, 386146917, 386952786]","[""Любимый консилер"", ""Доя меня оказался недостаточно плотным, не перекрывает некоторые дефекты"", ""Постоянно им пользуюсь "", ""Не сушит. Наносится ровно. Слегка подсвечивает кожу."", ""Заказываю уже не в первый раз, любимый консилер"", ""Нежная легкая текстура""]",Консилер,Beauty_Accs,MAKE-UP FACE,Нежная текстура; Легкая текстура; Недостаточно плотный; Не сушит; Наносится ровно; Слегка подсвечивает
MP002XU00TQW,"[399460796, 383205963, 381665367, 400851327, 400039262, 426743854, 428963042]","[""Полотенца добротные , хорошего качества , рекомендую . Брала с большой скидкой , очень довольна "", ""Идеальный размер полотенца "", ""Качество хорошее! Брала в подарок и себе."", ""Полотенце потное, мягкое, большое"", ""Оставляет на коже полотенечный жмых"", ""хорошее качество"", ""Приятное полотенце , за свои деньги просто огонь  ""]",Полотенце,Home_Accs,HOME TOWELS,Мягкое; Хорошее качество; Оставляет жмых; Приятное
RTLADK229101,"[386956809, 384784574, 384981975, 386322335, 384974758, 385450021]","[""Сумка выше всяких похвал. Удобная, натуральная. Молния хорошая, ремешок для носки очень надежный"", ""Сумка шикарная!"", ""Классная сумочка "", ""Я влюбилась в эту малышку! \nМягкая кожа, вместительная "", ""Отличная сумка"", ""Хорошее качество ""]",Сумка,Bags,BAGS,Мягкая кожа; Удобная; Надежная молния; Прочный ремешок; Высокое качество
MP002XW0SQYR,"[399646169, 432875660, 419339232, 401959037, 410477223, 415889680]","[""Ужасно жесткие, уже на примерке натерли, как ходить не понятно, еще и доставку сделали платную, последнее врем вообще все больше разочаровываюсь в этом бренде… Единственное, что было в порядке - упаковка "", ""Лучшие ! Брала в отпуск, вся остальная обувь осталась в чемодане! Из минусов запах, но он быстро выветривается!"", ""Настолько же неудобные насколько красивые)) цена велика для такого "", ""Сланцы, в целом, понравились. Выглядят очень красиво, когда надеваешь на ногу, то кажется, что нога в них спит. Но в носке мне лично немного трет между пальцев (возможно, из-за моей особенности стопы с выпирающей косточкой) если идти не торопясь, что еще норм, но если спешить, то некомфортно. "", ""Сначала очень понравились. Цвет прекрасный, качество на высоте. Показались мягкими и удобными. Походила несколько дней, теперь жалею, что взяла, в них невозможно ходить дольше 15 мин и 300 метров))) ужасно начинают болеть ноги "", ""Влюблена в эти шлепки, не хочется их снимать \nНа мой 39 подошел 40 размер ""]",Сланцы,Shoes,FLIP FLOPS,Жёсткие; Натирают; Некомфортные при ходьбе; Запах резины; Быстро выветриваются; Внешне привлекательные; Мягкие на ощупь; Трут между пальцев; Болезненные при длительной носке; Высокая цена
RTLACD711901,"[383216888, 398431454, 427489686, 388199787, 429560082]","[""Настоящие, не подделка, аромат как и всегда, мои самые любимые духи. Покупкой довольна, получилось намного выгоднее, чем в других магазинах"", ""Товар оригинальный, аромат очень приятный и знакомый- один из моих любимых да ещё с хорошей скидкой, невозможно было не заказать 100 мл приятного парфюма!!! Спасибо большое Lamoda за предоставленную возможность)))\n"", ""Любимая туалетная вода, пришла в хорошей упаковке "", ""очень классные"", ""Надеюсь оригинал ""]",Туалетная вода,Beauty_Accs,FRAGRANCE,Приятный аромат; Знакомый аромат; Оригинал; Хорошая упаковка
MP002XC01NO8,"[414051703, 423464729, 425270997, 419732063]","[""У меня очень светлая кожа. Это пока лучший  спрей из всех испробованных. Без запаха, удобно наносить, не оставляет желтых следов на одежде, хорошо впитывается, после воды не смывается. \nОбновлять желательно каждые 2 часа. "", ""Рекомендую,"", ""Отличный крем!\nВыдержал 35 в Турции.\nНе пачкает одежду и не вызывает аллергию."", ""Покупала по отзывам для детей , проверим как будет в отпуске. ""]",Спрей солнцезащитный,Beauty_Accs,BODY CARE,Высокий SPF; Без запаха; Удобно наносить; Не пачкает одежду; Не вызывает аллергию; Для чувствительной кожи; Для детей; Водостойкий
MP002XB02CV3,"[414487069, 412344118, 404293170, 414061157]","[""Очень понравился! Яркий, без каких либо торчащих ниток"", ""Стильный, красивый рюкзак для мальчика. Рекомендую."", ""Хорошенький рюкзак, нам оказался мал"", ""Отличный рюкзак, яркий и вместительный. Ребенок доволен.""]",Рюкзак,Bags,BACKPACKS,Яркий; Без дефектов; Стильный; Вместительный
RTLACQ258401,"[400674966, 385984823, 418031698, 403592888, 379889717, 398261554, 429339219]","[""Мне подошел, хороший шампунь!"", ""Очень хороший шампунь"", ""Хороший шампунь"", ""Волосы после шампуня очень мягкие "", ""Хороший шампунь для светлых волос,  отличная цена"", ""Подходит для окрашенных волос"", ""Хороший шампунь для осветленных волос. Рекомендую.""]",Шампунь для светлых волос,Beauty_Accs,HAIR CARE,Мягкие волосы; Для окрашенных волос; Для светлых волос; Рекомендуемый
RTLADW849301,"[399824755, 405651035, 400194213, 436132515, 418032315, 393144109, 413833717]","[""Пятки потертые, шнурков белых нет. На карточке товара указано оба цвета шнурков. Отказ. Цвет красивый. "", ""С Adidas всегда проблема размерной сетки, плюс пришли т\n потерты сзади"", ""Очень удобные, но цвет не такой яркий как на фото"", ""Не первая пара, максимально удобные! (Трейны, гамбурги не на столько крутые). Цена мелодия, забрал за 6700!!"", ""Очень понравилась модель, удобные, мягкие, оригинал, стелька не плоская, а будто с супинатором, красивый цвет, но, к сожалению, пришла пара с браком, пришлось отказаться "", ""Не соответствует размерной сетке , указано 39 25 , на коробке 40 25.5 , по факту 26,5 стелька "", ""Отличные кеды. Малайзия. Идут в размер""]",Кеды,Shoes,SPORT SHOES,Удобные; Мягкие; Оригинал; Потертости; Брак; Размер не соответствует; Красивый цвет; Стелька с супинатором
MP002XU08HBT,"[408348309, 385464638, 423656531, 424538511, 378833692, 425283340, 378845179, 430642739, 421574103, 386794217, 429536315, 425463343, 386947388, 405664101]","[""На лебяжий пух не тянет.. внутри обычный халафайбер… синтетика… иногда жарко спать на ней"", ""Высоковато \nНо качество хорошее"", ""Подушка обалденная"", ""Плотно набитая, аккуратная подушка. Не очень высокая, в процессе использования чуть присдулась, очень удобная. "", ""Подушка хорошая, в меру мягкая, не комкуется, держит форму."", ""Нормальная подушка."", ""Хорошая подушка"", ""рекомендую к покупке\n"", ""Подушка хорошая. Но все-таки оказалась очень плотной, для меня, высоко"", ""За 500 рублей вполне"", ""большая, все хорошо, спасибо"", ""Подушка класс! Буду заказывать ещё! "", ""Обычная подушка. Нормальная цена по акции. "", ""Комфортная мягкая подушка, посмотрим как поведет себя через время. ""]",Подушка,Home_Accs,SOFT BEDDING,Синтетический наполнитель; Плотно набита; Мягкая; Держит форму; Не комкуется; Высокая
MP002XW0MY2T,"[404304642, 404835106, 389633647, 436883196]","[""Гель и запах отличный , мягко работают,как и полагается кислотам"", ""Отличный гель для умывания лица , лицо после него выглядит хорошо,  прыщей меньше становится после умывания 2 раза в день"", ""Понравился"", ""Хорошо пенится, очищает отлично\nДля жирной кожи подошёл отлично""]",Гель для умывания,Beauty_Accs,FACE CARE,Мягкое действие; Хорошо пенится; Эффективно очищает; Для жирной кожи
MP002XU0CWIR,"[398927092, 436624950, 387634134, 395005410, 399841377, 430845565, 389645036]","[""За 1230 отличное покрывало, мягкое и очень приЯтное, смотрится нарядно.  "", ""Нарядный плед , мягкий "", ""Отличный плед. Смотрится очень красиво. Брала сначала себе, потом ещё подругам в подарок. Всем понравилось)"", ""Очень приятное и красивое,тонкое но теплое."", ""Хороший плед "", ""Приятно удивлена - лучше, чем ожидала. Мягонький, красивый, цвет золотистый - так и хочется в него укутаться. А когда расстелишь, как покрывало, то вид в комнате просто меняется к лучшему!"", ""Думаю , это достойный подарок в этот Священный месяц. Рекомендую.""]",Плед,Home_Accs,DECOR TEXTILE,Мягкий; Тонкий; Теплый; Нарядный; Приятный на ощупь
MP002XG04ZXT,"[431057221, 401328778, 400043308, 430232277]","[""пришла в пакете мятая. не выкупил. "", ""Она хорошая, но из-за того что они приходят в пакете сложенные, сидит не очень "", ""Кепка хорошая, на 4 года норм "", ""Класс, все понравилось ""]",Бейсболка,Accs,HEADWEAR,Складывается в пакете; Сидит не идеально; Подходит на 4 года
RTLABQ514102,"[397923555, 390998548, 381469415, 427834911]","[""Приятный аромат. Легко и ровно ложится.\n\n"", ""спасибо ☺️ "", ""Впервые взяла на пробу эту помаду, и цвет такой нежный и приятный. Н"", ""Цвет  красивый На губах будто шелк""]",Помада,Beauty_Accs,MAKE-UP LIPS,Приятный аромат; Легко наносится; Ровное нанесение; Нежный цвет; Шелковая текстура
MP002XU0CUVS,"[439364240, 396972287, 389110186, 437795980]","[""хорошие наволочки,все как в описании."", ""Хорошие наволочки."", ""Взяла к простыни; смотрится неплохо жаль нет пододеяльника отдельно "", ""Отличные наволочки.  Цвет приятный.  Ткань плотная. ""]",Комплект наволочек,Home_Accs,BED LINEN,Плотная ткань; Приятный цвет; Соответствует описанию; Нет пододеяльника
MP002XW0LLVM,"[382013835, 399456408, 399451433, 410696171, 401333454, 397754302]","[""Очень понравилось, единственное если хочешь положить и кошелек, и телефон, и ключницу, то это можно сделать с трудом"", ""Шикарная❤️"", ""Лаконичная, несмотря на то, что маленькая, сумочка достаточно вместительная."", ""Очень качественная сумка, ювелирная аккуратная работа. Такая красивая и элегантная) моя самая любимая теперь) "", ""Качество материала"", ""Отличная сумка""]",Сумка,Bags,BAGS,Вместительная; Качественный материал; Аккуратная работа
MP002XU0DB60,"[424351475, 384115616, 410493482, 385640134]","[""не подошел аромат"", ""Вкусный аромат, приятная консистенция"", ""Липкий, тяжелый, очень сильный запах на любителя, который долго не выветривается "", ""Чудесный пряный запах, приятная текстура ""]",Лосьон для рук и тела,Beauty_Accs,BODY CARE,Вкусный аромат; Приятная текстура; Липкий; Тяжелый; Сильный запах; Долго не выветривается; Пряный запах
MP002XW12LK3,"[388531624, 438741479, 433950552, 382552906]","[""Сумочка мне понравилась, выполнена качественно.\nНо всё же согласна с отзывом ниже, представлялась значительно крупнее.\nТолько из-за этого сомневалась при покупке.\nЕсли автор выпустит аналогичную но в полтора-два раза больше, думаю, закажу снова. А пока выкупила и эту «миниатюру»"", ""Отличная сумочка"", ""Вместительная, много карманов"", ""Очень красивые, качественные сумки. Выбирала между цветом Бордо и тауп. Выбрала бордовую, так как этого цвета не было в моем гардеробе! Но это был очень тяжелый выбор - между ними сложно выбрать Тауп подходит под любую цветовую гамму""]",Сумка,Bags,BAGS,Качественная; Вместительная; Много карманов; Красивая; Миниатюрная
RTLADI018901,"[393845969, 430010607, 430863095, 422184363, 419536019, 433563221, 383572265]","[""Скульптор шикарный! На оливковой коже сидит идеально. "", ""очень нравится!"", ""Выкупила ."", ""Очень легко тушуется, не рыжий "", ""На свотче сверху 201 более холодный , в старой версии , снизу 201 купленный на ламода , более уходящий в рыжину. "", ""Супер, правда по срокам, из трех лет остался год "", ""Классный скульптор , не грязнит и хорошо тушуется ""]",Скульптор,Beauty_Accs,MAKE-UP FACE,Легко тушуется; Не рыжий; Не грязнит; Стойкий; Подходит для оливковой кожи
RTLACS518801,"[383752121, 402127043, 422896096, 431884780]","[""Оригинальный товар,пришел в мешочке,все хорошо упаковано.Размер только под телефон и карты.ремень регулируется."", ""Очень понравилась "", ""Давно засматривалась на этот чехол.\nПорадовало, что ремешок длинный ( сама полная , поэтому длина плечевого ремня для меня важна).\nВнутрь влезает телефон, кредитница, в маленьком кармашке обычно ношу мелочь ."", ""Шикарная, чисто для телефона . Третья этой фирмы, всеми довольна ""]",Сумка,Bags,BAGS,Компактная; Регулируемый ремень; Для телефона; Качественная
RTLADT155701,"[412644706, 416155557, 416675370, 400368225, 384441335, 397143313, 385146703, 386795416]","[""Отличная, удобная, стильная сумка. Рекомендую"", ""Качественная, легкая, функциональная. Все как надо!\nСупруг остался доволен!"", ""Сумка бомба, влезает все, доки на машину, ключи, телефон, ключи на квартиру, кошелек с картзолдером, зарядник, батарейки, налички котлета)"", ""Идеальная сумка"", ""Кайф сумка"", ""Все шикарно"", ""Качество хорошее, оптимальный размер, несколько отдельных карманов на молнии, удобная. Фурнитура приятная, легко открывается и закрывается, ни чего не заедает и тд. Здоровый, металлический карабин, вроде и солидно, но тяжелый."", ""Уже третья сумка этого форм фактора от Хуго за последние 5 лет\nКонкретно в этой покупке, сумка черная, не маркая, сам материал хороший, ремень крутой и замок наконец-то железный""]",Сумка поясная,Bags,BAGS,Качественный материал; Удобная; Функциональная; Несколько карманов; Металлический карабин; Железный замок; Приятная фурнитура; Не маркая; Легкая
MP002XU00MRT,"[426566768, 432466503, 402632158, 421016634]","[""Отличный дозатор, большой объем. Использую для жид-ти для мытья посуды, удобно. "", ""взяла из за цвета.  качество не плохое"", ""Это крашенное стекло, начало облезать через месяц само по себе"", ""Все супер. Красивый цвет.""]",Дозатор для мыла,Home_Accs,BATHROOM ACCESSORIES,Крашеное стекло; Большой объем; Начало облезать
RTLADV275601,"[380581198, 397618525, 378550271, 405152140]","[""❤️супер качество"", ""Понравился. Наносится легко. Подсвечивает хорошо. "", ""Деликатный , нежный , еле уловимый перелив . На каждый день идеально "", ""Приятный, хорошо ложиться, цвет красивый. Подчёркивает структура кожи, так что  для возрастной кожи не подойдёт.""]",Хайлайтер,Beauty_Accs,MAKE-UP FACE,Легко наносится; Деликатный перелив; Подсвечивает хорошо; Нежный оттенок; Структура кожи видна
RTLAAL866201,"[396190650, 418929143, 379533305, 398087510]","[""Классный крем "", ""очень хороший"", ""Отлично увлажняет "", ""Хороший крем, запах супер""]",Крем для рук,Beauty_Accs,HANDS CARE,Увлажняет; Супер запах
MP002XW0PQQD,"[392426080, 416685109, 420811831, 390461630]","[""Классная стильная сумка , качество на высоте "", ""Сумка удобная и вместительная, но ручки сделаны из материала, который быстро потерял вид"", ""удобная, вместительная, легко стирается, на лето классная сумка)"", ""Стильная, эффектная сумка, достаточно вместительная""]",Сумка,Bags,BAGS,Вместительная; Удобная; Стильная; Легко стирается; Ручки теряют вид
MP002XM1ZDFA,"[400023492, 391614895, 434380314, 409070309, 388820100]","[""Легкие и очень удобные ,спасибо "", ""Папа доволен "", ""Отлично размер в размер!"", ""Удобные кроссовки, размер в размер "", ""Муж обожает эти кроссовки, очень хорошие в носке""]",Кроссовки,Shoes,SPORT SHOES,Легкие; Удобные; Размер в размер
MP002XU053SZ,"[387799085, 380256968, 400522856, 390716293]","[""Супер бутылка "", ""Соответствует качеству бренда!!!"", ""Классный. Держит хорошо"", ""Очень милый, аккуратный""]",Термос,Home_Accs,FOOD STORAGE,Качественный; Хорошая теплоизоляция
RTLADD707201,"[415448563, 401172709, 431289270, 433068891, 384450690, 433059681, 429324300, 437138806, 398248502, 433556850, 437997136, 436349612]","[""Отличная сумка, вместительная, полный комплект боксерского снаряжения помещается "", ""Классная сумка"", ""отличная сумка, очень большая и прочная"", ""оправдала ожидание \n"", ""Сумка очень большая.  Отказ просто потому что через чур большая. "", ""Отличная! Брал под экипу мма"", ""хорошая сумка, качественная, большая и вместительная. есть отдел для обуви большого размера (очень важно).\n"", ""Хорошая вместительная сумка\nС отдельным отделом, что хорошо для обуви при похоже в зал!\nЗа 2000 по скидке вообще супер"", ""Сумка большая, много что уместить можно."", ""Хорошая сумка"", ""Качественная сумка. "", ""отличная сумка""]",Сумка спортивная,Bags,BAGS,Вместительная; Прочная; Отдел для обуви; Качественная
MP002XU08J2J,"[382219171, 400842539, 386962735, 390459167]","[""Мягкие, плотные"", ""Хорошее качество за такую цену"", ""Мягкие , приятные к телу"", ""Красивый цвет,приятные на ощупь. Хорошо впитывает влагу.""]",Комплект полотенец,Home_Accs,HOME TOWELS,Мягкие; Плотные; Приятные к телу; Хорошо впитывает влагу
MP002XC015P8,"[391775531, 378836527, 414992195, 382012457, 412633648, 407490212, 404992622, 418715782]","[""Сыну понравилась…"", ""Крутая паста"", ""Самая лучшая паста "", ""Паста понравилась дочке , с удовольствием чистит зубки . Советуем к покупке."", ""Понравился "", ""Хорошая паста, взяли по рекомендации стоматолога"", ""Любимая паста дочки "", ""Самая лучшая зубная паста! ""]",Зубная паста,Beauty_Accs,ORAL CARE,
RTLADW105101,"[381468015, 396661024, 391986407, 387469004, 378680121]","[""Собрали комплект, добавив простыню на резинке и второй комплект наволочек. Очень довольны качеством: плотное, приятное к "", ""Милый комплект,почему-то напоминает о море"", ""Выглядит 1в1 как на фото. Цвет такой же. Полоска благородного синего цвета. Ткань плотная, приятная на ощупь. Купила полный комплект простыня/наволочки, пододеяльник. В пододеяльник аккуратно вшита молния. Покупкой очень довольна. "", ""Отличное постельное белье. Плотнее даже некоторых страйп-сатинов."", ""Красивая расцветка. Собрала комплект. Приятная стоимость.""]",Постельное белье Евро,Home_Accs,BED LINEN,Плотная ткань; Приятная на ощупь; Благородный синий цвет; Аккуратная молния; Евро расцветка
MP002XW0MX2O,"[390824455, 385640332, 389269242, 436889299, 388203014, 405170018]","[""Люблю очень этот бренд, всегда качество и комфортное ощущение на коже, защищает "", ""прекрасный крем. Не ложиться белой маской, комфортен в течении всего дня"", ""Прекрасный "", ""Нравится этот крем. Дает легкое сияние кожи. Легкий, не чувствуется на лице в течение дня. Хорошо защищает от солнца на море"", ""Мой любимый санскрин!\nВыкупила с хорошей скидкой."", ""Давно хотела его попробовать, так как часто видела в рекомендациях у блогеров. Только начала его использовать, пока всем довольна.""]",Крем для лица солнцезащитный,Beauty_Accs,SUN CARE,Комфорт на коже; Не ложится белой маской; Легкий; Дает сияние кожи; Хорошо защищает от солнца
MP002XU08GWE,"[400035848, 400683882, 401185196, 400855516, 396505164, 399457126, 404514681, 394185428, 404294217, 393511521, 394336296, 387786236, 395309782, 402128863, 407334311, 393848179]","[""качество, он очень надежный, вместительный, удобный "", ""Удобный, все ок пришло "", ""Очень красивый рюкзак, понравился дизайн изначально, но качество тоже не подкачало. Хорошо сшит и носить удобно."", ""Доволен покупкой. Хороший рюкзак."", ""Супер вещь\nВнутри все помещается много места "", ""Отличный рюкзак, форма, материалы тактильно приятные. Хорошая молния"", ""Отличный, вместительный и стильный"", ""Прикольный рюкзак, выглядит очень стильно и со вкусом, корпуса немного крепкий"", ""Вместительный рюкзак с необычным дизайном. Ношу не нарадуюсь, очень удобная спинка и мягкие лямки"", ""Рюкзак отличный, понравился,спасибо!"", ""Хороший рюкзак, ноутбук помещается без проблем внутри есть перегородка На постоянку в город носить очень хорошо"", ""Стильный, удобные лямки ."", ""Материал из которого сшит инновация- очень крутой! Благодарю!"", ""Влюбилась в этот дизайн рюкзака, порадовала что он вместительный и прошит достаточно качественно. Я в восторге"", ""Стиль + качество! Рюкзак пушка❤️"", ""Рюкзак очень понравился! На внешний вид компактный, среднего размера. Такой и искала, но тем не менее много всего вмещает. такой аккуратный, материал понравился, моется быстро""]",Рюкзак,Bags,BACKPACKS,Удобный; Вместительный; Качественный материал; Стильный дизайн; Мягкие лямки; Тактильно приятный; Прочные корпуса; Перегородка для ноутбука; Быстро моющийся
MP002XU0D89Z,"[436140383, 386312355, 430854134, 388946669, 413633847]","[""Ну так скажем. Качество белья  соответствует цене. Мне не понравилось. Больше такое бельё брать не буду."", ""Очень красивое, качество на 4"", ""Очень понравилось! Хорошее качество, красивая расцветка. Только жаль, что нет в комплекте наволочек 50х70, докупила в комплект такие же как на фото. Покупкой довольна"", ""Купила в подарок , родителей все устроило "", ""Отличное качество за небольшие деньги!""]",Постельное белье Семейное,Home_Accs,BED LINEN,Хорошее качество; Красивая расцветка; Комплектация
RTLADD474802,"[416408420, 403951111, 437989237, 381644602, 416883796, 389272625, 401022760, 391466406, 384609493, 415908632, 389790601, 397140353, 417075340]","[""Хорошая сумка "", ""Сумка хорошая, но не было фирменного пыльника"", ""Сумка отличная "", ""удобная сумка"", ""замечательная, качественная сумка, брала на подарок, парню понравилась "", ""Плотная кожа интересной износоустойчивой текстуры. Выглядит тоже классно. Минусы- «молнии» начали темнеть. Возможно их стоит как-то почистить, но пока не заморачивался."", ""Любовнику  понравилась "", ""Подарок очень понравился. Стильная, сексуальная и сдержанная сумочка."", ""Классная сумка!!! Очень стильно и аккуратно "", ""Удобная и качественная фурнитура"", ""Очень удобная, красивая, минималистичная сумка. Очень доволен покупкой "", ""Качественная сумка, вместительная "", ""Отличная сумка. Очень удобная ""]",Сумка,Bags,WALLETS & COSMETIC BAGS,Плотная кожа; Износоустойчивая текстура; Качественная фурнитура; Удобная; Стильная; Минималистичная; Вместительная
